transaction_id,issue,action
TXN-533ABB5963B9,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-6CFE8E83E055,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-DF6447C868AC,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-39D37D273A73,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-33544CA51920,INVALID_AMOUNT:-50.0,REJECTED
TXN-0AE14AE78C81,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-FF9C17AC017F,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-E7DF83F734B0,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CDDE39D84B45,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-427A5BD1E90E,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-64CD58FFAFC6,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-2B2208A41097,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-672940409AE7,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-C991F9B1604A,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-29EB0E6CEB0C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2EF7224DDA1D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CB194A719EB9,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-6E2F6CE72846,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-B79F938A850D,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-1682CBBFC811,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-449659CF2906,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-1CB0F4A8FD0F,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-0C937B833F90,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5A980E94BA8C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A9C31E49DB32,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-28FE30581165,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3DF840F8ABAA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-ED8FFE18E861,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-4AB7C12AEEC5,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A3D02294AF8E,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-F41367C3CC21,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-8075E402B51A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A1369738A6D9,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-50B74396160E,FUTURE_DATE:2028-06-01 13:51:20,REJECTED
TXN-A0D1469001CC,INVALID_AMOUNT:9999999.99,REJECTED
TXN-C902921337CE,DUPLICATE,REJECTED
TXN-68A560D056F2,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7A017042EF22,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-93ACD8B06464,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-3FA757049385,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-1FF04DA89319,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-D6FBF7AEF97D,INVALID_AMOUNT:9999999.99,REJECTED
TXN-4CE90B3F8951,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-9DB97A0C4894,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-59BCA8192359,DUPLICATE,REJECTED
TXN-DCF0FC8988B0,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CF434469FA93,DUPLICATE,REJECTED
TXN-AD1B6B06FBFD,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-9E4036DEFBFC,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-27A9112C582B,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-9E46B44C6BA5,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-62633BEAC364,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-0C72A83E7990,DUPLICATE,REJECTED
TXN-536B708C3657,DUPLICATE,REJECTED
TXN-3F2AF125954E,DUPLICATE,REJECTED
TXN-CFEC35988BB6,DUPLICATE,REJECTED
TXN-CF935E04D0F1,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-11BB2916E0F8,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-8CC598C998F0,FUTURE_DATE:2028-03-15 20:22:22,REJECTED
TXN-78504F9B57BA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2819BF8AB682,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-B350FD2030EB,DUPLICATE,REJECTED
TXN-5E33D6A2B7A0,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-224CAC1FDC46,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-6D8CF6908A32,INVALID_AMOUNT:0.0,REJECTED
TXN-33D39FA707CA,FUTURE_DATE:2028-04-01 15:19:20,REJECTED
TXN-02A5226000A9,FUTURE_DATE:2028-10-21 19:11:46,REJECTED
TXN-09509012CDAF,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2BB8C4FBCF65,DUPLICATE,REJECTED
TXN-1A1AD7ECEEF5,INVALID_AMOUNT:9999999.99,REJECTED
TXN-51455C1CC9F5,INVALID_AMOUNT:-50.0,REJECTED
TXN-51455C1CC9F5,FUTURE_DATE:2028-02-02 10:25:12,REJECTED
TXN-6090994A74F8,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A833FA8779BB,INVALID_AMOUNT:0.0,REJECTED
TXN-53D39E12AFD7,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-E8963F53678D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-7103586EFD7B,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A236453FEF6B,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-9D3807158EEE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-587C404AC4A5,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-10B4FF29AB9C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-781368FD62DE,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-4043CF116238,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-1F89685C8C57,DUPLICATE,REJECTED
TXN-1B4E8DF9D915,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-FC414F4746D9,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-4D9B751B71CD,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-911336EF6B4D,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-0607A99FE7A0,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-0C03AB7E2A07,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A38E2F1D5470,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-16BF767B0E05,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7A6A20C972F8,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-8DA4DF46B8FA,INVALID_AMOUNT:9999999.99,REJECTED
TXN-1B147A322356,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-39E75A2BAD6D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-232876EECBF7,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-E56B786BA34D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-55F5208FD1AE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-6AA554B877E0,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-127B41708D22,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-657E8FF374CC,DUPLICATE,REJECTED
TXN-86C00D2BA4BA,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-3829C4CF5A50,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-9711205CE150,INVALID_AMOUNT:9999999.99,REJECTED
TXN-A8872C1C0409,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-F4B8F0881C29,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-ADC71F8E5A6F,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-0827A2649475,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-4A52216221B7,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-D4690CB1CEF9,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-F19AF44B94AB,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-D0420BDD7AB1,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-303B5E303ECB,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A83CDB979855,DUPLICATE,REJECTED
TXN-4205639FEBE6,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-D3D532EACA9C,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5CED27B410DA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3DDA00D1FED1,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CC5DBA75846D,DUPLICATE,REJECTED
TXN-4896A6F9BEBF,FUTURE_DATE:2028-11-09 08:27:02,REJECTED
TXN-A971B8A57CCB,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-9D5F5886E759,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3A2DF8B9A3E0,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7B6A2C54E2A6,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-BDB21F20E70B,INVALID_AMOUNT:-50.0,REJECTED
TXN-ABFED8FE9DC7,INVALID_AMOUNT:-50.0,REJECTED
TXN-D9335CE62F64,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-8E14893644B2,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-09EA0C5F5CE5,INVALID_AMOUNT:0.0,REJECTED
TXN-CB53EF763FDB,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-73E3263F16A7,INVALID_AMOUNT:9999999.99,REJECTED
TXN-89E5F26BFA4E,INVALID_AMOUNT:0.0,REJECTED
TXN-F23CBA087485,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-E3A92356C101,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-CE6127603A5D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5BBD0BC9AF42,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-036546740708,INVALID_AMOUNT:-50.0,REJECTED
TXN-D52FC1B1B5E6,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-71122ABDF87B,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-69CA4085885B,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5942B48D923C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CCBEE31504A0,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A72E84C405B6,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5AAFD3FD2786,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-ECF084EB59CE,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-B5202185EADD,INVALID_AMOUNT:9999999.99,REJECTED
TXN-677AA85C4B80,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-0E7C6BAE75AC,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-FA1DC3CA662A,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-728FD47C686C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-B8C87846AA94,DUPLICATE,REJECTED
TXN-7F21EB3724D0,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-55CE302234A2,INVALID_AMOUNT:9999999.99,REJECTED
TXN-E42A8D2C8273,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-961C9D0B6169,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7803B7E644CA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-D78BCAF8AA5A,DUPLICATE,REJECTED
TXN-56D244265103,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-BF0C8A43E708,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-40147053BED4,INVALID_AMOUNT:-50.0,REJECTED
TXN-11A0B4B05DB8,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7F33DB5B4343,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-B86E9511D817,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-6A3FEDB6A5EA,INVALID_AMOUNT:0.0,REJECTED
TXN-567FE3603811,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-0DADAD208116,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2643B6A4B4D2,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-7AE437686C0C,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-1272580DBB99,DUPLICATE,REJECTED
TXN-46CF87252236,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-016090E16E27,DUPLICATE,REJECTED
TXN-674245382D24,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-974DEE68236A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-58D7CFD5E0C9,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5497E95322A8,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-BC95E0DD1291,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-07CFB4C91E1D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2C7E0C2DECCB,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-036B9F70E554,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-706D34D349AF,INVALID_AMOUNT:-50.0,REJECTED
TXN-893869241AFD,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-C9BDB246D70A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-646A89ACA1D2,INVALID_AMOUNT:9999999.99,REJECTED
TXN-299B487A8E5A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3B675B0349E6,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-1F3BB1C8F4F6,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-ACE3B39A1E2F,DUPLICATE,REJECTED
TXN-A62C6F3788AD,DUPLICATE,REJECTED
TXN-AA1B8E9E2C07,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-2AE3E7C2E733,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-9177C96FDBC0,INVALID_AMOUNT:-50.0,REJECTED
TXN-41743D0481CA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-7BA1A69D74DD,DUPLICATE,REJECTED
TXN-EA1363529FD8,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5043526C1A19,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-194680436CAB,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-1ECAD8991E3A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-28E22964409E,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-C9E995F5A911,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A2F26B318296,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-DEC94EE48483,INVALID_AMOUNT:9999999.99,REJECTED
TXN-8AD2C7D16882,INVALID_AMOUNT:0.0,REJECTED
TXN-EA46848CF486,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A2A742AFF7CE,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-B98959E7E8E4,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-51972F65A7F7,FUTURE_DATE:2028-02-18 12:55:09,REJECTED
TXN-9D4B0BF9DB62,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-491A0BC28D3E,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5B1843861536,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-103592C1059C,INVALID_AMOUNT:0.0,REJECTED
TXN-B5187FE9347A,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5B51E72C2A64,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-93869303AA22,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-D05B311DCECA,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-EFD571AC63D4,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-49992F4E2849,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-B16AF725C73B,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-045CC94634C7,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-66E0CFA6E50C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-0AE5B5B66D21,FUTURE_DATE:2028-09-19 00:59:33,REJECTED
TXN-FB1DE160C80D,FUTURE_DATE:2028-11-04 15:26:44,REJECTED
TXN-EEEA4F3847F7,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-DB06D66A11B9,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-08A8269FC313,INVALID_AMOUNT:0.0,REJECTED
TXN-04BE82CC97D3,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5B1701A6F9B1,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-AC1A72548A7D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-DB3C5B81293D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-08C60289DFE7,FUTURE_DATE:2028-04-03 03:58:26,REJECTED
TXN-D821891395E8,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3703E93A4EB2,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-8391D35A6168,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7DB8440019FE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A565BE905046,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-0E81E3F12FEC,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-DBEBE8DBF5E3,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-D2311254A643,INVALID_AMOUNT:-50.0,REJECTED
TXN-1AA1B5C07A69,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-61F9C5DD09D5,FUTURE_DATE:2028-03-06 08:25:46,REJECTED
TXN-436766BD7B08,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-B43FF24C6A9F,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-D7EE2F8CEBFA,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-72066CDE9072,DUPLICATE,REJECTED
TXN-7F9989F216CD,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-E300A362FE86,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A7F76D6F3208,INVALID_AMOUNT:9999999.99,REJECTED
TXN-C9E0C3FA98F8,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-0885BBA80C8F,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-6E68B6C83E52,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-10E76A57E1AE,INVALID_AMOUNT:0.0,REJECTED
TXN-8912320DE222,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY|IMPUTED_MERCHANT
TXN-E8C08CEF1BFA,FUTURE_DATE:2028-12-10 16:53:29,REJECTED
TXN-8E75A89868F4,INVALID_AMOUNT:0.0,REJECTED
TXN-C798DE42F4CC,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-76D5C73DBFBE,DUPLICATE,REJECTED
TXN-4E0B4AAA1B7F,DUPLICATE,REJECTED
TXN-0C9394C1D5D7,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-C20A8264F287,INVALID_AMOUNT:0.0,REJECTED
TXN-AD9082359A35,INVALID_AMOUNT:-50.0,REJECTED
TXN-53D48936CC20,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-6495BF8AC0EE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-852232D7F1E1,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-6CABCD416EED,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2DEA0A34C90A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-364904614876,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-25AF11229315,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3C79B31A3F7A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-C2BFA83D254F,INVALID_AMOUNT:0.0,REJECTED
TXN-714FED04FC43,FUTURE_DATE:2028-07-26 11:21:23,REJECTED
TXN-0EBC7094587E,DUPLICATE,REJECTED
TXN-760394B5BAFB,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-C050EAA0EBB0,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-D72E2D4649D6,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-B480FF3CAB11,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5E818FA8B2CB,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-558C0FB7F3CE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5E72F3633976,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-544DEEBF96B5,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7ECA00F6921C,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-0190CCB15C28,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-C17CAF3C9FB4,INVALID_AMOUNT:-50.0,REJECTED
TXN-48C5BF9B99DA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-3A811F6CAA1E,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-FC24BE6DA1D4,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-5FF8ADE8272A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-9F043E818ABE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-7988EE416D6B,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-10DB5AB30FEA,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-0DD9472E9A3B,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-C745CDBB91FD,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-DFEC7B59143E,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-43D3590FA539,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-67C659C65AA3,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-8CA18CCD3A7A,INVALID_AMOUNT:0.0,REJECTED
TXN-9462B8A41039,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-09EA1D99D847,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-B34AED590179,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-7F92DCFF706E,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-C75B368FD83E,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-157731A58979,DUPLICATE,REJECTED
TXN-1C9511E2D3AE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CA1452D52D2E,DUPLICATE,REJECTED
TXN-1D8AA4C2B914,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-A3F0744E8545,INVALID_AMOUNT:-50.0,REJECTED
TXN-5B4AB2FF6637,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-6596F13493F8,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-43A73B8048DF,INVALID_AMOUNT:9999999.99,REJECTED
TXN-F0D7E8EA74D1,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-AC7D43B56BDE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-CFB07330C881,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-8E1639510576,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-F8CE21A3C50D,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-5AC0131BE593,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-421668C4C201,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-726ED32E7FF1,DUPLICATE,REJECTED
TXN-9CE1154AFB14,INVALID_AMOUNT:0.0,REJECTED
TXN-AF568357C366,FUTURE_DATE:2028-01-06 11:49:36,REJECTED
TXN-B914935C4FEF,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-05F964ECF370,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-7C4129B37040,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-2A2E81F58043,INVALID_AMOUNT:-50.0,REJECTED
TXN-28101132F7CE,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-98790906667C,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-130DC6312AE0,INVALID_AMOUNT:-50.0,REJECTED
TXN-0DE9CFF75D57,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-F9B6F1CDE56F,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A8E1560AB561,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-2F5153CC8170,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-82BFD8962766,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-A7CEE81FB3EF,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-C6691FD5AC7E,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-2AEE36E8C11A,MISSING_DATA,CORRECTED:IMPUTED_MERCHANT
TXN-9BD80D48C102,DUPLICATE,REJECTED
TXN-ECDDEBE83197,DUPLICATE,REJECTED
TXN-7ED1D7665EA5,MISSING_DATA,CORRECTED:IMPUTED_CURRENCY
TXN-D11B82F2B404,DUPLICATE,REJECTED
